,carwidth,curbweight,cylindernumber,stroke,peakrpm,price,aspiration_turbo,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor
187,0.0,-0.4848022500548604,0.0,0.3666666666666659,-0.8571428571428571,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
188,0.0,-0.5210378557939308,0.0,0.3666666666666659,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
189,-0.4814814814814799,-0.6087661644253646,0.0,0.3666666666666659,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
190,-0.555555555555555,-0.6717016901826975,0.0,0.3666666666666659,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
191,0.51851851851852,0.16743865324840804,1.0,0.3666666666666659,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
192,0.51851851851852,0.011053407427156554,0.0,0.3666666666666659,-0.8571428571428571,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
193,0.51851851851852,-0.0194607868794291,0.0,0.3666666666666659,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
194,0.62962962962963,0.6461300764329705,0.0,-0.4666666666666667,0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
195,0.62962962962963,0.8788008080206862,0.0,-0.4666666666666667,0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,0.62962962962963,0.6899942307486874,0.0,-0.4666666666666667,0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
197,0.62962962962963,0.894057905173979,0.0,-0.4666666666666667,0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
198,0.62962962962963,0.8997793166064638,0.0,-0.4666666666666667,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
199,0.62962962962963,1.1133786767525633,0.0,-0.4666666666666667,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200,1.25925925925926,0.7224155621994347,0.0,-0.4666666666666667,0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201,1.2222222222222199,0.9074078651831102,0.0,-0.4666666666666667,0.2857142857142857,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
202,1.25925925925926,0.8368437908491309,2.0,-1.3999999999999986,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
203,1.25925925925926,1.2278069054022596,2.0,0.3666666666666659,-0.42857142857142855,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
204,1.25925925925926,0.932200648057211,0.0,-0.4666666666666667,0.42857142857142855,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
